Entity,Code,Year,Rapeseed | 00000270 || Production | 005510 || tonnes
Taiwan,TWN,2006,9
Taiwan,TWN,2007,10
Taiwan,TWN,2008,8
Taiwan,TWN,2009,9
Taiwan,TWN,2010,10
Taiwan,TWN,2011,10
Taiwan,TWN,2012,10
Taiwan,TWN,2013,10
Taiwan,TWN,2014,8
Taiwan,TWN,2015,7
Taiwan,TWN,2016,8
Taiwan,TWN,2017,8
Taiwan,TWN,2018,8
Taiwan,TWN,2019,8
Taiwan,TWN,2020,8
Tajikistan,TJK,1992,31
Tajikistan,TJK,1993,30
Tajikistan,TJK,1994,33
Tajikistan,TJK,1995,16
Tajikistan,TJK,1996,17
Tajikistan,TJK,1997,4
Tajikistan,TJK,1998,22
Tajikistan,TJK,1999,23
Tajikistan,TJK,2000,10
Tajikistan,TJK,2001,18
Tajikistan,TJK,2002,24
Tajikistan,TJK,2003,27
Tajikistan,TJK,2004,23
Tajikistan,TJK,2005,44
Tajikistan,TJK,2006,71
Tajikistan,TJK,2007,31
Tajikistan,TJK,2008,30
Tajikistan,TJK,2009,40
Tajikistan,TJK,2010,41
Tajikistan,TJK,2011,25
Tajikistan,TJK,2012,122
Tajikistan,TJK,2013,33
Tajikistan,TJK,2014,57
Tajikistan,TJK,2015,50
Tajikistan,TJK,2016,37
Tajikistan,TJK,2017,242
Tajikistan,TJK,2018,277
Tajikistan,TJK,2019,8
Tajikistan,TJK,2020,89
Tunisia,TUN,1995,818
Tunisia,TUN,1996,1000
Tunisia,TUN,1997,1020
Tunisia,TUN,1998,1070
Tunisia,TUN,1999,2500
Tunisia,TUN,2000,3000
Tunisia,TUN,2001,2600
Tunisia,TUN,2002,2500
Tunisia,TUN,2003,3000
Tunisia,TUN,2004,2500
Tunisia,TUN,2005,2617
Tunisia,TUN,2006,3009
Tunisia,TUN,2007,2976
Tunisia,TUN,2008,3067
Tunisia,TUN,2009,3157
Tunisia,TUN,2010,3248
Tunisia,TUN,2011,3339
Tunisia,TUN,2012,3429
Tunisia,TUN,2013,3520
Tunisia,TUN,2014,3618
Tunisia,TUN,2015,3796
Tunisia,TUN,2016,3645
Tunisia,TUN,2017,3686
Tunisia,TUN,2018,3709
Tunisia,TUN,2019,3680
Tunisia,TUN,2020,3692
Turkey,TUR,1961,5000
Turkey,TUR,1962,3950
Turkey,TUR,1963,4800
Turkey,TUR,1964,7000
Turkey,TUR,1965,7500
Turkey,TUR,1966,7000
Turkey,TUR,1967,7500
Turkey,TUR,1968,6700
Turkey,TUR,1969,8100
Turkey,TUR,1970,3100
Turkey,TUR,1971,3100
Turkey,TUR,1972,1400
Turkey,TUR,1973,900
Turkey,TUR,1974,900
Turkey,TUR,1975,464
Turkey,TUR,1976,5900
Turkey,TUR,1977,13800
Turkey,TUR,1978,12500
Turkey,TUR,1979,43000
Turkey,TUR,1980,11500
Turkey,TUR,1981,6000
Turkey,TUR,1982,2000
Turkey,TUR,1983,400
Turkey,TUR,1984,450
Turkey,TUR,1985,450
Turkey,TUR,1986,121
Turkey,TUR,1987,340
Turkey,TUR,1988,1400
Turkey,TUR,1989,3000
Turkey,TUR,1990,2100
Turkey,TUR,1991,1046
Turkey,TUR,1992,1000
Turkey,TUR,1993,9
Turkey,TUR,1994,10
Turkey,TUR,1995,9
Turkey,TUR,1996,5
Turkey,TUR,1997,10
Turkey,TUR,1998,300
Turkey,TUR,1999,330
Turkey,TUR,2000,187
Turkey,TUR,2001,650
Turkey,TUR,2002,1500
Turkey,TUR,2003,6500
Turkey,TUR,2004,4500
Turkey,TUR,2005,1200
Turkey,TUR,2006,12615
Turkey,TUR,2007,28727
Turkey,TUR,2008,83965
Turkey,TUR,2009,113886
Turkey,TUR,2010,106450
Turkey,TUR,2011,91239
Turkey,TUR,2012,110000
Turkey,TUR,2013,102000
Turkey,TUR,2014,110000
Turkey,TUR,2015,120000
Turkey,TUR,2016,125000
Turkey,TUR,2017,60000
Turkey,TUR,2018,125000
Turkey,TUR,2019,180000
Turkey,TUR,2020,121542
USSR,OWID_USS,1961,25000
USSR,OWID_USS,1962,19200
USSR,OWID_USS,1963,5900
USSR,OWID_USS,1964,2200
USSR,OWID_USS,1965,8300
USSR,OWID_USS,1966,7700
USSR,OWID_USS,1967,9300
USSR,OWID_USS,1968,3700
USSR,OWID_USS,1969,2600
USSR,OWID_USS,1970,3600
USSR,OWID_USS,1971,6500
USSR,OWID_USS,1972,8000
USSR,OWID_USS,1973,13700
USSR,OWID_USS,1974,10100
USSR,OWID_USS,1975,9100
USSR,OWID_USS,1976,19000
USSR,OWID_USS,1977,11000
USSR,OWID_USS,1978,12000
USSR,OWID_USS,1979,6000
USSR,OWID_USS,1980,15000
USSR,OWID_USS,1981,29000
USSR,OWID_USS,1982,47000
USSR,OWID_USS,1983,69000
USSR,OWID_USS,1984,55000
USSR,OWID_USS,1985,74000
USSR,OWID_USS,1986,110000
USSR,OWID_USS,1987,296000
USSR,OWID_USS,1988,420000
USSR,OWID_USS,1989,423900
USSR,OWID_USS,1990,506000
USSR,OWID_USS,1991,388500
Ukraine,UKR,1992,73160
Ukraine,UKR,1993,44140
Ukraine,UKR,1994,18300
Ukraine,UKR,1995,39800
Ukraine,UKR,1996,23000
Ukraine,UKR,1997,44000
Ukraine,UKR,1998,67160
Ukraine,UKR,1999,147890
Ukraine,UKR,2000,131800
Ukraine,UKR,2001,134600
Ukraine,UKR,2002,60800
Ukraine,UKR,2003,50900
Ukraine,UKR,2004,148900
Ukraine,UKR,2005,284700
Ukraine,UKR,2006,605700
Ukraine,UKR,2007,1047400
Ukraine,UKR,2008,2872800
Ukraine,UKR,2009,1873300
Ukraine,UKR,2010,1469700
Ukraine,UKR,2011,1437500
Ukraine,UKR,2012,1204400
Ukraine,UKR,2013,2351730
Ukraine,UKR,2014,2198020
Ukraine,UKR,2015,1737600
Ukraine,UKR,2016,1153910
Ukraine,UKR,2017,2194790
Ukraine,UKR,2018,2750600
Ukraine,UKR,2019,3280320
Ukraine,UKR,2020,2557200
United Kingdom,GBR,1961,1500
United Kingdom,GBR,1962,2000
United Kingdom,GBR,1963,3000
United Kingdom,GBR,1964,3000
United Kingdom,GBR,1965,3000
United Kingdom,GBR,1966,6100
United Kingdom,GBR,1967,15200
United Kingdom,GBR,1968,13209
United Kingdom,GBR,1969,12200
United Kingdom,GBR,1970,8128
United Kingdom,GBR,1971,10160
United Kingdom,GBR,1972,14000
United Kingdom,GBR,1973,30482
United Kingdom,GBR,1974,55883
United Kingdom,GBR,1975,61000
United Kingdom,GBR,1976,111000
United Kingdom,GBR,1977,142000
United Kingdom,GBR,1978,155000
United Kingdom,GBR,1979,198000
United Kingdom,GBR,1980,300000
United Kingdom,GBR,1981,325000
United Kingdom,GBR,1982,580000
United Kingdom,GBR,1983,565000
United Kingdom,GBR,1984,923000
United Kingdom,GBR,1985,891000
United Kingdom,GBR,1986,951000
United Kingdom,GBR,1987,1353000
United Kingdom,GBR,1988,1040000
United Kingdom,GBR,1989,948000
United Kingdom,GBR,1990,1258000
United Kingdom,GBR,1991,1283271
United Kingdom,GBR,1992,1213121
United Kingdom,GBR,1993,1084563
United Kingdom,GBR,1994,1242975
United Kingdom,GBR,1995,1234124
United Kingdom,GBR,1996,1414751
United Kingdom,GBR,1997,1526593
United Kingdom,GBR,1998,1567873
United Kingdom,GBR,1999,1736644
United Kingdom,GBR,2000,1156797
United Kingdom,GBR,2001,1157165
United Kingdom,GBR,2002,1467720
United Kingdom,GBR,2003,1770754
United Kingdom,GBR,2004,1606834
United Kingdom,GBR,2005,1897723
United Kingdom,GBR,2006,1890093
United Kingdom,GBR,2007,2108121
United Kingdom,GBR,2008,1973227
United Kingdom,GBR,2009,1912196
United Kingdom,GBR,2010,2230148
United Kingdom,GBR,2011,2758302
United Kingdom,GBR,2012,2556643
United Kingdom,GBR,2013,2128142
United Kingdom,GBR,2014,2459576
United Kingdom,GBR,2015,2542000
United Kingdom,GBR,2016,1775000
United Kingdom,GBR,2017,2167000
United Kingdom,GBR,2018,2012000
United Kingdom,GBR,2019,1752000
United Kingdom,GBR,2020,1038000
United States,USA,1987,12250
United States,USA,1988,17700
United States,USA,1989,52000
United States,USA,1990,54000
United States,USA,1991,94006
United States,USA,1992,71890
United States,USA,1993,117890
United States,USA,1994,208670
United States,USA,1995,250137
United States,USA,1996,219428
United States,USA,1997,354910
United States,USA,1998,709490
United States,USA,1999,620850
United States,USA,2000,909026
United States,USA,2001,908350
United States,USA,2002,697367
United States,USA,2003,686462
United States,USA,2004,612533
United States,USA,2005,718484
United States,USA,2006,632948
United States,USA,2007,649519
United States,USA,2008,655610
United States,USA,2009,665100
United States,USA,2010,1112120
United States,USA,2011,694370
United States,USA,2012,1086862
United States,USA,2013,1003550
United States,USA,2014,1140892
United States,USA,2015,1306000
United States,USA,2016,1405370
United States,USA,2017,1394190
United States,USA,2018,1643670
United States,USA,2019,1552800
United States,USA,2020,1576170
Upper-middle-income countries,,1961,447970
Upper-middle-income countries,,1962,526219
Upper-middle-income countries,,1963,540559
Upper-middle-income countries,,1964,963699
Upper-middle-income countries,,1965,1125651
Upper-middle-income countries,,1966,934029
Upper-middle-income countries,,1967,1041818
Upper-middle-income countries,,1968,929450
Upper-middle-income countries,,1969,906622
Upper-middle-income countries,,1970,991777
Upper-middle-income countries,,1971,1273371
Upper-middle-income countries,,1972,1430678
Upper-middle-income countries,,1973,1391376
Upper-middle-income countries,,1974,1424368
Upper-middle-income countries,,1975,1581482
Upper-middle-income countries,,1976,1414440
Upper-middle-income countries,,1977,1248697
Upper-middle-income countries,,1978,1985323
Upper-middle-income countries,,1979,2563840
Upper-middle-income countries,,1980,2526036
Upper-middle-income countries,,1981,4196234
Upper-middle-income countries,,1982,5816455
Upper-middle-income countries,,1983,4496254
Upper-middle-income countries,,1984,4453834
Upper-middle-income countries,,1985,5853538
Upper-middle-income countries,,1986,6146216
Upper-middle-income countries,,1987,7011568
Upper-middle-income countries,,1988,5559677
Upper-middle-income countries,,1989,5978355
Upper-middle-income countries,,1990,7576339
Upper-middle-income countries,,1991,7897324
Upper-middle-income countries,,1992,7983839
Upper-middle-income countries,,1993,7129215
Upper-middle-income countries,,1994,7699980
Upper-middle-income countries,,1995,10002296
Upper-middle-income countries,,1996,9425937
Upper-middle-income countries,,1997,9740834
Upper-middle-income countries,,1998,8576457
Upper-middle-income countries,,1999,10521702
Upper-middle-income countries,,2000,11807574
Upper-middle-income countries,,2001,11770100
Upper-middle-income countries,,2002,10883655
Upper-middle-income countries,,2003,11831636
Upper-middle-income countries,,2004,13896154
Upper-middle-income countries,,2005,13910405
Upper-middle-income countries,,2006,12056230
Upper-middle-income countries,,2007,12287859
Upper-middle-income countries,,2008,14737558
Upper-middle-income countries,,2009,16272466
Upper-middle-income countries,,2010,16139764
Upper-middle-income countries,,2011,16614308
Upper-middle-income countries,,2012,16700693
Upper-middle-income countries,,2013,18227549
Upper-middle-income countries,,2014,19289257
Upper-middle-income countries,,2015,17297092
Upper-middle-income countries,,2016,16925288
Upper-middle-income countries,,2017,18312122
Upper-middle-income countries,,2018,18786455
Upper-middle-income countries,,2019,18184827
Upper-middle-income countries,,2020,19082602
Uruguay,URY,2005,3000
Uruguay,URY,2006,8000
Uruguay,URY,2007,6000
Uruguay,URY,2008,8000
Uruguay,URY,2009,9000
Uruguay,URY,2010,9000
Uruguay,URY,2011,17000
Uruguay,URY,2012,29000
Uruguay,URY,2013,33000
Uruguay,URY,2014,16000
Uruguay,URY,2015,40909
Uruguay,URY,2016,41000
Uruguay,URY,2017,52000
Uruguay,URY,2018,52000
Uruguay,URY,2019,90700
Uruguay,URY,2020,113300
Uzbekistan,UZB,1992,1100
Uzbekistan,UZB,1993,800
Uzbekistan,UZB,1994,1000
Uzbekistan,UZB,1995,957
Uzbekistan,UZB,1996,1250
Uzbekistan,UZB,1997,1300
Uzbekistan,UZB,1998,1200
Uzbekistan,UZB,1999,1500
Uzbekistan,UZB,2000,2000
Uzbekistan,UZB,2001,1685
Uzbekistan,UZB,2002,1500
Uzbekistan,UZB,2003,1800
Uzbekistan,UZB,2004,1632
Uzbekistan,UZB,2005,1731
Uzbekistan,UZB,2006,1900
Uzbekistan,UZB,2007,1800
Uzbekistan,UZB,2008,1567
Uzbekistan,UZB,2009,1606
Uzbekistan,UZB,2010,1600
Uzbekistan,UZB,2011,1548
Uzbekistan,UZB,2012,1400
Uzbekistan,UZB,2013,1500
Uzbekistan,UZB,2014,1200
Uzbekistan,UZB,2015,1272
Uzbekistan,UZB,2016,1327
Uzbekistan,UZB,2017,1308
Uzbekistan,UZB,2018,1265
Uzbekistan,UZB,2019,1300
Uzbekistan,UZB,2020,1291
Western Asia (FAO),,1961,5000
Western Asia (FAO),,1962,3950
Western Asia (FAO),,1963,4800
Western Asia (FAO),,1964,7000
Western Asia (FAO),,1965,7500
Western Asia (FAO),,1966,7000
Western Asia (FAO),,1967,7500
Western Asia (FAO),,1968,6700
Western Asia (FAO),,1969,8100
Western Asia (FAO),,1970,3100
Western Asia (FAO),,1971,3100
Western Asia (FAO),,1972,1400
Western Asia (FAO),,1973,900
Western Asia (FAO),,1974,900
Western Asia (FAO),,1975,464
Western Asia (FAO),,1976,5900
Western Asia (FAO),,1977,13800
Western Asia (FAO),,1978,12500
Western Asia (FAO),,1979,43000
Western Asia (FAO),,1980,11500
Western Asia (FAO),,1981,6000
Western Asia (FAO),,1982,2000
Western Asia (FAO),,1983,400
Western Asia (FAO),,1984,450
Western Asia (FAO),,1985,450
Western Asia (FAO),,1986,121
Western Asia (FAO),,1987,340
Western Asia (FAO),,1988,1400
Western Asia (FAO),,1989,3000
Western Asia (FAO),,1990,2100
Western Asia (FAO),,1991,1046
Western Asia (FAO),,1992,1000
Western Asia (FAO),,1993,9
Western Asia (FAO),,1994,10
Western Asia (FAO),,1995,9
Western Asia (FAO),,1996,5
Western Asia (FAO),,1997,10
Western Asia (FAO),,1998,300
Western Asia (FAO),,1999,330
Western Asia (FAO),,2000,187
Western Asia (FAO),,2001,650
Western Asia (FAO),,2002,1500
Western Asia (FAO),,2003,6500
Western Asia (FAO),,2004,4500
Western Asia (FAO),,2005,1200
Western Asia (FAO),,2006,12615
Western Asia (FAO),,2007,28727
Western Asia (FAO),,2008,83965
Western Asia (FAO),,2009,113886
Western Asia (FAO),,2010,106450
Western Asia (FAO),,2011,91239
Western Asia (FAO),,2012,110000
Western Asia (FAO),,2013,102000
Western Asia (FAO),,2014,110000
Western Asia (FAO),,2015,120000
Western Asia (FAO),,2016,125000
Western Asia (FAO),,2017,60000
Western Asia (FAO),,2018,125000
Western Asia (FAO),,2019,180000
Western Asia (FAO),,2020,121542
Western Europe (FAO),,1961,381049
Western Europe (FAO),,1962,462787
Western Europe (FAO),,1963,384087
Western Europe (FAO),,1964,564300
Western Europe (FAO),,1965,691871
Western Europe (FAO),,1966,664384
Western Europe (FAO),,1967,875304
Western Europe (FAO),,1968,942575
Western Europe (FAO),,1969,867520
Western Europe (FAO),,1970,1031222
Western Europe (FAO),,1971,1175499
Western Europe (FAO),,1972,1273859
Western Europe (FAO),,1973,1199732
Western Europe (FAO),,1974,1349682
Western Europe (FAO),,1975,1130744
Western Europe (FAO),,1976,1177255
Western Europe (FAO),,1977,1058964
Western Europe (FAO),,1978,1335203
Western Europe (FAO),,1979,1091622
Western Europe (FAO),,1980,1851312
Western Europe (FAO),,1981,1736002
Western Europe (FAO),,1982,2111138
Western Europe (FAO),,1983,1920371
Western Europe (FAO),,1984,2429173
Western Europe (FAO),,1985,2695313
Western Europe (FAO),,1986,2553171
Western Europe (FAO),,1987,4438438
Western Europe (FAO),,1988,4148396
Western Europe (FAO),,1989,3919685
Western Europe (FAO),,1990,4256003
Western Europe (FAO),,1991,5499812
Western Europe (FAO),,1992,4680330
Western Europe (FAO),,1993,4640993
Western Europe (FAO),,1994,5003269
Western Europe (FAO),,1995,6154149
Western Europe (FAO),,1996,5046638
Western Europe (FAO),,1997,6521975
Western Europe (FAO),,1998,7290285
Western Europe (FAO),,1999,8956435
Western Europe (FAO),,2000,7256045
Western Europe (FAO),,2001,7252791
Western Europe (FAO),,2002,7378448
Western Europe (FAO),,2003,7158636
Western Europe (FAO),,2004,9501304
Western Europe (FAO),,2005,9794030
Western Europe (FAO),,2006,9738014
Western Europe (FAO),,2007,10287919
Western Europe (FAO),,2008,10171901
Western Europe (FAO),,2009,12205065
Western Europe (FAO),,2010,10824399
Western Europe (FAO),,2011,9566722
Western Europe (FAO),,2012,10573376
Western Europe (FAO),,2013,10506272
Western Europe (FAO),,2014,12148151
Western Europe (FAO),,2015,10623383
Western Europe (FAO),,2016,9591974
Western Europe (FAO),,2017,9845525
Western Europe (FAO),,2018,8916208
Western Europe (FAO),,2019,6578013
Western Europe (FAO),,2020,7057603
World,OWID_WRL,1961,3595525
World,OWID_WRL,1962,3720900
World,OWID_WRL,1963,3397054
World,OWID_WRL,1964,3866462
World,OWID_WRL,1965,5233826
World,OWID_WRL,1966,4661755
World,OWID_WRL,1967,5267487
World,OWID_WRL,1968,5369859
World,OWID_WRL,1969,4943686
World,OWID_WRL,1970,6702077
World,OWID_WRL,1971,8299704
World,OWID_WRL,1972,7012842
World,OWID_WRL,1973,7295624
World,OWID_WRL,1974,7351802
World,OWID_WRL,1975,8788214
World,OWID_WRL,1976,7611177
World,OWID_WRL,1977,7903446
World,OWID_WRL,1978,10567575
World,OWID_WRL,1979,10639042
World,OWID_WRL,1980,10756588
World,OWID_WRL,1981,12465066
World,OWID_WRL,1982,15241159
World,OWID_WRL,1983,14163590
World,OWID_WRL,1984,16710757
World,OWID_WRL,1985,19241032
World,OWID_WRL,1986,19818410
World,OWID_WRL,1987,22648027
World,OWID_WRL,1988,21860940
World,OWID_WRL,1989,22659694
World,OWID_WRL,1990,24428259
World,OWID_WRL,1991,27853679
World,OWID_WRL,1992,26742428
World,OWID_WRL,1993,26224451
World,OWID_WRL,1994,29724684
World,OWID_WRL,1995,34131089
World,OWID_WRL,1996,30422846
World,OWID_WRL,1997,34952522
World,OWID_WRL,1998,35680014
World,OWID_WRL,1999,43143872
World,OWID_WRL,2000,39552373
World,OWID_WRL,2001,35975313
World,OWID_WRL,2002,35313588
World,OWID_WRL,2003,35874688
World,OWID_WRL,2004,46441490
World,OWID_WRL,2005,49889679
World,OWID_WRL,2006,48661373
World,OWID_WRL,2007,50573120
World,OWID_WRL,2008,56873223
World,OWID_WRL,2009,62208712
World,OWID_WRL,2010,59861338
World,OWID_WRL,2011,62768652
World,OWID_WRL,2012,62650613
World,OWID_WRL,2013,73170186
World,OWID_WRL,2014,74508614
World,OWID_WRL,2015,70278168
World,OWID_WRL,2016,68242323
World,OWID_WRL,2017,76574494
World,OWID_WRL,2018,75183989
World,OWID_WRL,2019,71838655
World,OWID_WRL,2020,72375819
Yugoslavia,OWID_YGS,1961,8840
Yugoslavia,OWID_YGS,1962,2050
Yugoslavia,OWID_YGS,1963,2210
Yugoslavia,OWID_YGS,1964,3500
Yugoslavia,OWID_YGS,1965,3440
Yugoslavia,OWID_YGS,1966,3350
Yugoslavia,OWID_YGS,1967,5240
Yugoslavia,OWID_YGS,1968,6830
Yugoslavia,OWID_YGS,1969,9330
Yugoslavia,OWID_YGS,1970,10068
Yugoslavia,OWID_YGS,1971,18465
Yugoslavia,OWID_YGS,1972,13583
Yugoslavia,OWID_YGS,1973,8119
Yugoslavia,OWID_YGS,1974,11667
Yugoslavia,OWID_YGS,1975,13460
Yugoslavia,OWID_YGS,1976,24231
Yugoslavia,OWID_YGS,1977,40177
Yugoslavia,OWID_YGS,1978,72720
Yugoslavia,OWID_YGS,1979,93102
Yugoslavia,OWID_YGS,1980,67584
Yugoslavia,OWID_YGS,1981,65034
Yugoslavia,OWID_YGS,1982,78755
Yugoslavia,OWID_YGS,1983,102954
Yugoslavia,OWID_YGS,1984,123884
Yugoslavia,OWID_YGS,1985,126119
Yugoslavia,OWID_YGS,1986,130750
Yugoslavia,OWID_YGS,1987,88410
Yugoslavia,OWID_YGS,1988,68124
Yugoslavia,OWID_YGS,1989,64012
Yugoslavia,OWID_YGS,1990,72163
Yugoslavia,OWID_YGS,1991,36816
